"HI #","Inventory","DMD Finalized","Title","Alternate title 1","Alternate title 2","Alternate title 3","Alternate title 4","Alternate title 5","Collection","Conference","Event type","Date of event","Location information","Subject","Summary","Artist bio","Copyright holder","Main production credits","Participants","Run time","Run time rounded","Source media format","How many source media form items?","Language","Language note","Publication cycle","Copyright contact designation","Copyright address","Copyright business phone","Copyright mobile phone","Copyright fax","Copyright email 1","Copyright email 2","Copyright email 3","Copyright website"
"HI2020_113_01","7d7wm9kf","checked","The Rule is Love #4 (with gaze and no object)",,,,,,"Alicia Grullón",,"Durational performance.","July 19, 2018","The Brooklyn Museum, Brooklyn, NY, USA"," Museums., Arts | Political aspects | United States | History | 20th century | Exhibitions.,"" Marginality, Social."", Body––Objectification, Public spaces––Intervention––Politics","The Rule is Love #4 (with the gaze and no object), 2018 was a part of ""Radical Women: Latin America"" at The Brooklyn Museum. Unable to see or speak, Alicia Grullón was bound by rope while two performers wearing bear masks pulled her down to the floor. The performer's one rule was to keep getting up. The audience’s rule was to dance with her in order to prevent the bears from pulling her down. Layered into the performance were aspects of the historical formation of the gaze within museums where people of color were treated like carnival side shows on display. The impact of the gaze begins here.","Alicia Grullón moves between performance, video, and photography. She directs her interdisciplinary approach towards critiques of the politics of presence, arguing for the inclusion of disenfranchised communities in political and social spheres. Grullón's works have been shown in numerous group exhibitions including Franklin Furnace Archives, The Bronx Museum of the Arts, BRIC Arts | Media House, School of Visual Arts, El Museo del Barrio, Columbia University's Wallach Art Gallery, and Performa 11. She has received grants from several institutions including the Puffin Foundation, Bronx Council on the Arts, and the Department of Cultural Affairs of the City of New York. Review's and essays regarding Alicia's work can be found in the New York Times, Village Voice, Hyperallergic, Creative Time Reports, Art Fag City, and ArtNet News. Grullón has participated in residencies in the United States, South Korea, and Germany, and has presented workshops as part of the 2017 Whitney Biennial with Occupy Museums, Creative Time Summit '15, and The Royal College of Art, among others.","Alicia Grullón",,"Performers: Alicia Grullón, Benjamin Lundberg Torres Sánchez, Clarinda Mac Low.","6:21.00","0:06","digital file",1,"English",,"2020-06 June","Alicia Grullón",,,,,"becomingmyth@gmail.com",,,"http://www.aliciagrullon.com"
"HI2020_114_01","4j0zpjjq","checked","Filibuster #1 (Wendy Davis)",,,,,,"Alicia Grullón",,"Durational performance.",2016,"BRIC Arts and Media, Brooklyn, NY, USA"," Political participation., Abortion., Women's rights., Women -- Empowerment,"" Marginality, Social."",""Reenactment, Historical""","Artist Alicia Grullón presented Filibuster #1 (Wendy Davis) (2016) as part of the Whisper or Shout: Artists in the Social Sphere exhibition. Filibuster was a complete reenactment of the 11-hour filibuster by Texas State Senator Wendy Davis against a restrictive abortion bill. With this performance, Grullón reflected on the platforms provided to the empowered while also referring to a key women’s rights issue. By inserting herself into the Senator’s role, the reenactment also became the retelling of a historic moment from a woman of color's point of view, and thusly charged with new cultural, social, and political import. As an integral part of her artistic practice, Grullón creates social interventions and performative re-enactments that assert the lived experiences of people left out of, or in this case central, to history.","Alicia Grullón moves between performance, video, and photography. She directs her interdisciplinary approach towards critiques of the politics of presence, arguing for the inclusion of disenfranchised communities in political and social spheres. Grullón's works have been shown in numerous group exhibitions including Franklin Furnace Archives, The Bronx Museum of the Arts, BRIC Arts | Media House, School of Visual Arts, El Museo del Barrio, Columbia University's Wallach Art Gallery, and Performa 11. She has received grants from several institutions including the Puffin Foundation, Bronx Council on the Arts, and the Department of Cultural Affairs of the City of New York. Review's and essays regarding Alicia's work can be found in the New York Times, Village Voice, Hyperallergic, Creative Time Reports, Art Fag City, and ArtNet News. Grullón has participated in residencies in the United States, South Korea, and Germany, and has presented workshops as part of the 2017 Whitney Biennial with Occupy Museums, Creative Time Summit '15, and The Royal College of Art, among others.","Alicia Grullón",,"Creator and performer: Alicia Grullón","9:51:45.00","9:52","digital file",1,"English",,"2020-06 June","Alicia Grullón",,,,,"becomingmyth@gmail.com",,,"http://www.aliciagrullon.com"
"HI2020_115_01","w0vt4jpm","checked","Filibuster #2 (Bernie Sanders)",,,,,,"Alicia Grullón",,"Durational performance.",2016,," George W. Bush administration, Political participation.,""Reenactment, Historical"", America | Colonization., Capitalism | United States.","Filibuster #2 (Bernie Sanders) (2016), is a full re-enactment of Sanders' 2010 filibuster against the Bush Tax Cuts for the wealthy. In his filibuster, Senator Sanders touches on ideas regarding class, the economy, and the history of capitalism. Projected behind artist Alicia Grullón was a slide show of art work found in the US Senate House, sugarcane, and a flag of Puerto Rico, a present colony of the United States. The full length of the filibuster, and of the performance, is 8.5 hours. As an integral part of her artistic practice, Grullón creates social interventions and performative re-enactments that assert the lived experiences of people left out of, or in this case central, to history. By inserting herself into the Senator’s role, the reenactment also became the retelling of a historic moment from a woman of color's point of view, and thusly  charged with new cultural, social, and political import.","Alicia Grullón moves between performance, video, and photography. She directs her interdisciplinary approach towards critiques of the politics of presence, arguing for the inclusion of disenfranchised communities in political and social spheres. Grullón's works have been shown in numerous group exhibitions including Franklin Furnace Archives, The Bronx Museum of the Arts, BRIC Arts | Media House, School of Visual Arts, El Museo del Barrio, Columbia University's Wallach Art Gallery, and Performa 11. She has received grants from several institutions including the Puffin Foundation, Bronx Council on the Arts, and the Department of Cultural Affairs of the City of New York. Review's and essays regarding Alicia's work can be found in the New York Times, Village Voice, Hyperallergic, Creative Time Reports, Art Fag City, and ArtNet News. Grullón has participated in residencies in the United States, South Korea, and Germany, and has presented workshops as part of the 2017 Whitney Biennial with Occupy Museums, Creative Time Summit '15, and The Royal College of Art, among others.","Alicia Grullón",,"Creator and performer: Alicia Grullón","5:44:24.00","5:44","digital file",1,"English",,"2020-06 June","Alicia Grullón",,,,,"becomingmyth@gmail.com",,,"http://www.aliciagrullon.com"
"HI2020_116_01","hqbzkpck","checked","From Market To...",,,,,,"Alicia Grullón",,"Durational performance.","August 2018","Cuchifritos Gallery, New York, NY, USA","Gentrification, Revisionist history, New York City history and culture, Collective memory., Embodiment.","In From Market To... (2018), artist Alicia Grullón reads from a document for a period of 8 hourse while collaborator Antonia Pérez crochets a garment around Grullón until she is no longer visible. The document is comprised of various articles Grullón had compiled on the history of the Lower East Side neighborhood of Manhattan, where the gallery/Essex Market is located. From Wikipedia articles to real estate listings, the collaged document details the neighborhood's histories from the Lenape tribe, the original inhabitants of Manahatta or Turtle Island, to the Wall Street slave auction, to Essex Crossings apartment listings. She also details the histories of working class and poor Irish/Italian/Jewish immigrants to the first wave of gentrification in the 1950s, to La Casita and community gardens, and the present landscape of the area. In preparation for the piece, Grullón studied the patrons of Essex Market and assumed the clothing style of older, mostly Latinx women, choosing to don a typical laundry cart with her during the performance, carrying produce such as plátanos and maduros. From Market To...  was part of Cuchifritos Gallery's exhibition ""Whose Language Does the Produce Speak?"" which activated the gallery's location within the Essex Market.","Alicia Grullón moves between performance, video, and photography. She directs her interdisciplinary approach towards critiques of the politics of presence, arguing for the inclusion of disenfranchised communities in political and social spheres. Grullón's works have been shown in numerous group exhibitions including Franklin Furnace Archives, The Bronx Museum of the Arts, BRIC Arts | Media House, School of Visual Arts, El Museo del Barrio, Columbia University's Wallach Art Gallery, and Performa 11. She has received grants from several institutions including the Puffin Foundation, Bronx Council on the Arts, and the Department of Cultural Affairs of the City of New York. Review's and essays regarding Alicia's work can be found in the New York Times, Village Voice, Hyperallergic, Creative Time Reports, Art Fag City, and ArtNet News. Grullón has participated in residencies in the United States, South Korea, and Germany, and has presented workshops as part of the 2017 Whitney Biennial with Occupy Museums, Creative Time Summit '15, and The Royal College of Art, among others.","Alicia Grullón","Videographer: Victor Bautista. Producers: Artists Art Alliance.","Performer: Alicia Grullón. Collaborator: Antonia Pérez.","11:37.00","0:12","digital file",1,"English",,"2020-06 June","Alicia Grullón",,,,,"becomingmyth@gmail.com",,,"http://www.aliciagrullon.com"
"HI2020_117_01","s7h44qd9","checked","The Residential is Political",,,,,,"Alicia Grullón",,"Performance","September 28, 2019","The High Line, New York, NY, USA","Gentrification, Collective memory.,""Reenactment, Historical"", New York City history and culture,"" Marginality, Social."", Revisionist history","As a native New Yorker, artist Alicia Grullón has seen New York City change, shift, and gentrify. In the midst of these changes, Grullón has also witnessed people organize, resist, and create. Her work as an artist presses into these issues of space, presence, and acts of resistance. By coming into Chelsea, Grullon talked to long-time residents of the neighborhood who have experienced all of its changes. Working with the Hudson Guild and senior programs at Penn South, she met with a group of residents, all within a three block radius. In this performance footage, Grullón takes on the personas of various Chelsea inhabitants with whom she spoke as a way of marking their continued presence in the neighborhood and the importance of their histories as part of Chelsea's, and New York's, collective memory.","Alicia Grullón moves between performance, video, and photography. She directs her interdisciplinary approach towards critiques of the politics of presence, arguing for the inclusion of disenfranchised communities in political and social spheres. Grullón's works have been shown in numerous group exhibitions including Franklin Furnace Archives, The Bronx Museum of the Arts, BRIC Arts | Media House, School of Visual Arts, El Museo del Barrio, Columbia University's Wallach Art Gallery, and Performa 11. She has received grants from several institutions including the Puffin Foundation, Bronx Council on the Arts, and the Department of Cultural Affairs of the City of New York. Review's and essays regarding Alicia's work can be found in the New York Times, Village Voice, Hyperallergic, Creative Time Reports, Art Fag City, and ArtNet News. Grullón has participated in residencies in the United States, South Korea, and Germany, and has presented workshops as part of the 2017 Whitney Biennial with Occupy Museums, Creative Time Summit '15, and The Royal College of Art, among others.","Alicia Grullón","Videographers: Victor Bautista, Amanda Sommer Lotspike, Luis Rincón Alba.","Performer: Alicia Grullón",,"NaN","digital file",1,"English",,"2020-06 June","Alicia Grullón",,,,,"becomingmyth@gmail.com",,,"http://www.aliciagrullon.com"
"HI2020_118_01","x95x6mfp","checked","The Walkin Talkin Signifying Sassifying Blues Hips Sacred Hips Lowdown Throwdown",,,,,,"Urban Bush Women",,"Performance,Dance","February 25, 1995","The Publick Playhouse, Cheverly, MD, USA"," Embodiment.,"" Women, Black | Social aspects."", Body politics, Body––Objectification, Gender & race stereotypes","This performance embodies the spirit of its title and the ethos of Urban Bush Women founder Zawole Willa Jo Zollar in the grounded movements guided by alternating drums and a capella voices. The Walkin Talkin Signifying Blues Hips Sacred Hips Lowdown Throwdown subverts stereotypes, (mis)characterizations, and more to craft the celebratory and triumphant ""lowdown throwdown."" The Black female body explores and questions positionality through confirming, confronting, praising, rejecting, and repurposing common tropes placed on its form and movements.","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar",,"Performers: Urban Bush Women","7:00.00","0:07","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_119_01","sj3txkzf","checked","Bones and Ash (excerpt)",,,,,,"Urban Bush Women",,"Performance,Dance,Storytelling.",1995,"Boston, MA, USA"," Community power.,Freedom, Archetype (Psychology)., Women -- Empowerment,"" Women, Black | Social aspects."", Ritual.","Bones and Ash (1995) is an embodied interpretation of author Jewelle Gomez's The Gilda Stories. In Urban Bush Women's retelling, a young runaway woman escaping slavery and other abuses finds safety with a pair of lesbian vampires who run a brothel in New Orleans. The story is narrated from the year 2050 and details the protagonist Gilda Girl's journey throughout the centuries, simultaneously tracing Black freedom struggles across time and space. In each period and location, the choreography becomes a ritual evocation of eternal signifiers of loss, triumph, oppression, and celebration, offering liberation. Bones and Ash positions Black liberation as the achievement of a Black feminism's power to forge community, confront and vanquish demons, and to heal the wounds of colonization.","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar",,"Performers: Urban Bush Women","1:02:53.00","1:03","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_120_01","ns1rnkf9","checked","I Live in Music",,,,,,"Urban Bush Women",,"Performance,Dance",1998,"Florida State University, Tallahassee, FL, USA"," Embodiment., African Americans | Songs and music., Spirituality., Percussion music., Corporealities.","I Live in Music (1998) is a chorepoetic exploration of the body's musicality and rhythm. Performed entirely without any audio track, the performers dance to their own rhythm and voices interspliced with a voice-over reading of the eponymous poem. ""You could make a river where your arm is and hold yourself...hold yourself in a music.""","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar",,"Performers: Urban Bush Women","12:05.00","0:12","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_121_01","j0zpcjwp","checked","""The Thirteenth Tribe Speaks..."" and ""Nyabingi Dreamtime""",,,,,,"Urban Bush Women",,"Dance,Performance",,," Spirituality., Embodiment., African diaspora., Community power., Corporealities.","The performance ""The Thirteenth Tribe Speaks... Nyabingi Dreamtime"" is a moving exploration of various spiritual states that combines West African and Modern dance styles, movement and vocalization and a musicality that is both percussive and corporeal. The performance opens with a bare black stage and six performers. Blending many of founder Jawole Zo Willa Zollar's signature elements, this piece uses playfulness and ease to contrast with many of its warrior-like movements and moments of tension. Nyabingi refers to the Jamaican Rastafarian belief system whose beliefs include love of all human beings and non-violence as the means by which oppressors will be vanquished and unity will be achieved. ","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar",,"Performers: Urban Bush Women","36:15.00","0:36","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_122_01","d7wm3jcj","checked","Hair Stories",,,,,,"Urban Bush Women",,"Dance,Performance","March 23, 2001","The Atlantic Center for the Arts, New Smyrna Beach, FL, USA"," Embodiment., Gender & race stereotypes, Corporealities., Community power.,Hair--Social aspects--United States","Hair Stories (2001) builds on the lived experiences of Black women to explore the pivotal role hair plays in society-at-large. Through interviews, quoted newspaper articles, interactive segments and modern dance, Urban Bush Women detail the myriad ways in which Black hair is manipulated to critique, undermine, celebrate, and disrupt notions of femininity and oppressive racist tropes. With humor and with play, each story journeys through the shared histories and geographies of hair, illuminating ongoing tensions and offering pathways to resolution and reclamation.","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar",,"Performers: Urban Bush Women.","28:05.00","0:28","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_123_01","8kprrfjw","checked","High John the Conqueror (excerpt)",,,,,,"Urban Bush Women",,"Dance,Performance",1987,"Aaron Davis Hall, New York, NY, USA"," Folklore | Performance., Spirituality.,Freedom, African diaspora., African Americans | Songs and music.","Drawing from the African American folktale ""High John the Conqueror,"" this performance of the same name evokes the spirit of ritual, endurance, and hope for a better life. In myth, John the Conqueror is cited as a spirit, a non-embodied figure, and sometimes an African prince. In each version he finds his way to the American South and slavery, yet he never loses his spirit, thus becoming a song, a dance, a drum beat of uplift for the enslaved whose messages were indecipherable to the white enslavers. In this excerpt from Urban Bush Women, the dancer is enacting a ritualistic rhythm, placing candles in a semi-circle around her frame in a call and response with the live band. At the end of the excerpt we see her put on a cloth, pick up a cane and begin to shuffle offstage with a grocery cart, previously the centerpiece in the ritual. Before exiting she offers a knowing glance and wave at the audience, signaling that the troubles of the present moment will not always endure.","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar","Choregrapher: Warren Smith.","Perfromers: Urban Bush Women, Pat Hall-Smith, Warren Smith and friends.","6:54.00","0:07","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_124_01","4tmpgf20","checked","Anarchy, Wild Women + Dinah",,,,,,"Urban Bush Women",,"Dance,Performance",1986,"Iowa City, IA, USA"," Folklore., African diaspora., Archetype (Psychology)., Women -- Empowerment, African American women | Identity.","Anarchy, Wild Women + Dinah (1986) is a work of reclamation that engages movement, African-American folklore, and multiple rebellious female archetypes such as the wild or ""loose"" woman. Dinah is a figure who journeys from subservient positionalities as an enslaved woman and a domestic to becoming a symbol of empowerment for Black female strength and resistance. Throughout the piece, UBW founder Jawole Willa Jo Zollar works to continue what she sees as her familial legacy of ""Dinahs""—anarchic women who dared to shun racialized, gendered roles and who basked in their own power. In portraying these figures not as lone actors but as inextricably linked to their communities, Anarchy, Wild Women + Dinah becomes a conjuring of the ancestral past and a testament to the strength of Black female sisterhood.","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar",,"Performers: Urban Bush Women","1:41:01.00","1:41","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_125_01","12jm6djp","checked","Soul Deep",,,,,,"Urban Bush Women",,"Dance,Performance","May 11, 1999",," African Americans | Songs and music., Spirituality., Embodiment., African diaspora., Community power.","Soul Deep is a work built in collaboration with the David Murray Octet that invokes the musicality and spirit of gospel and liturgy. Comprised of several vignettes, the performance employs African-American spirituals, chanting, and embodiment to reveal the connectivity between body and soul. Throughout Soul Deep, performers weave through Black lineages of soul, jazz, funk, and the blues and responsive choreography that all speak to histories of performed resistance for Black diasporic peoples. Led by Urban Bush Women founder Jawole Willa Jo Zollar, the performers evoke UBW's signature archetypes of Black womanhood and the spiritual power of Black women's art and movements. ","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar",,"Performers: Urban Bush Women","48:00.00","0:48","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_126_01","w9ghxd7v","checked","Life Dances III: The Empress (Womb Wars)",,,,,,"Urban Bush Women",,"Dance,Performance","August 1991","Bates Dance Festival, Lewiston, ME, USA"," Archetype (Psychology)., Embodiment., Spirituality., Corporealities., Women -- Empowerment, African American women | Identity.","Life Dances III: The Empress [Womb Wars] (1991) continues Jawole Jo Willa Zollar's exploration of Black female livelihood and precarity through dance. Through an invocation of the Empress figure from the tarot, this iteration of Life Dances employs the Empress' duality—her symbolization of fertility, maternal nurturing and domesticity and each tenet's inverse of infertility, and domestic issues among them. Zollar weaves these themes into a prescient interrogation of Black women's (reproductive) labor, detailing her mother's failed attempt to abort her and her survival as a divine act of resistance that has characterized her life ever since. Zollar maps her story into the histories of violence done on the bodies of Black women in a revelatory embodiment that tethers spirituality and divine resistance to Black womanhood.","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar",,"Performers: Urban Bush Women","8:44.00","0:09","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_127_01","rjdfncqh","checked","Wild Women Don't Get the Blues / Anarchy, Wild Women + Dinah (excerpts)",,,,,,"Urban Bush Women",,"Performance,Dance",1988,"Brooklyn Academy of Music, Brooklyn, NY, USA"," Spirituality., African diaspora., Embodiment., Archetype (Psychology)., African American women | Identity., Women -- Empowerment","Wild Women Don't Get the Blues and Anarchy, Wild Women + Dinah are combined in this performance to deepen the excavation of ancestral knowledge and power and to harness ancient Black female wisdom in the continued fight against systems of oppression. The performers embody the transformative force of reclamation in their movements as they engage African-American folklore and multiple rebellious female archetypes such as the wild or ""loose"" woman. In subverting stereotypes of promiscuity and lasciviousness, the Urban Bush Women instead find joy and agency in embracing those qualities that resist subjugation. A truncated version of the classic Urban Bush Women performance, Anarchy, Wild Women, and Dinah, this rendition was performed as part of the Brooklyn Academy of Music's Dance Africa festival in 1988.","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar","Artistic Director/Choreographer: Jawole Willa Jo Zollar. Musical Composer: Edwina Lee Tyler. Vocal Musical Director: Tiye Giraud.","Performers: Jawole Willa Jo Zollar, Theresa Cousar, Anita Gonzalez, Christina Jones, Viola sheely, Robin Wilson, Marlies Yearby.","21:39.00","0:22","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
"HI2020_128_01","msbccc54","checked","Bitter Tongue",,,,,,"Urban Bush Women",,"Dance,Performance","June 1988","Brooklyn Academy of Music, Brooklyn, NY, USA"," African diaspora.,Colonialisms,"" Language, power and social process."", Culture conflict., Healing.","The performance Bitter Tongue takes inspiration from the long poem Song of Lawino by Ugandan writer Okot p'Bitek. Song of Lawino tells the story of a Ugandan woman suffering mistreatment from her husband for the traditions she follows, directly following his return after being educated in the West. The effects of Westernization on the traditions and cultures of African diasporic peoples are brought to light in the dissolution of their once harmonious relationship. In Urban Bush Women's rendition, the performers chant the refrain ""My husband's tongue is bitter"" to illuminate the damage of Western colonization on Black peoples as their movements and verbalizations build towards a suturing of that wound. The performance culminates with the percussionist drumming and embodying a triumphant beat, the drum symbolically, melodiously, speaking in its mother tongue.","Urban Bush Women galvanizes artists, activists, audiences and communities through performances, artist development, education and community engagement. With the ground-breaking performance ensemble at its core, ongoing initiatives like the Summer Leadership Institute (SLI), BOLD (Builders, Organizers & Leaders through Dance) and the Choreographic Center, UBW continues to affect the overall ecology of the arts by promoting artistic legacies; projecting the voices of the under-heard and people of color; bringing attention to and addressing issues of equity in the dance field and throughout the United States; and by providing platforms and serving as a conduit for culturally and socially relevant experimental art makers.","Jawole Willa Jo Zollar","Artistic Director/Choreographer: Jawole Willa Jo Zollar. Music: Edwina Lee Tyler and Tiye Giraud.","Performers: Jawole Willa Jo Zollar, Theresa Cousar, Anita Gonzalez, Christina Jones, Viola sheely, Robin Wilson, Marlies Yearby.","16:39.00","0:17","videocassette VHS 1/2 in. Standard Play (SP)",1,"English",,"2020-12 December","Jawole Willa Jo Zollar","138 South Oxford Street #4B, Brooklyn, New York 11217","718-398-4537",,"718-398-2794","info@urbanbushwomen.org",,,"http://www.urbanbushwomen.org"
